TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2026,3,12,20,0,28XX E 8TH AVE,Hastings-Sunrise,496674.3734,5456682.5011
Theft from Vehicle,2026,1,9,10,0,28XX E BROADWAY AVE,Renfrew-Collingwood,496742.242,5456573.3892
Theft from Vehicle,2026,1,6,11,0,28XX FRANKLIN ST,Hastings-Sunrise,496780.4749,5458807.9732
Theft from Vehicle,2026,1,11,23,0,28XX LAKEWOOD DR,Kensington-Cedar Cottage,495476.6345,5456232.5919
Theft from Vehicle,2026,2,22,10,34,28XX QUEBEC ST,Mount Pleasant,492503.7625,5456385.0685
Theft from Vehicle,2026,4,25,15,0,28XX TURNER ST,Hastings-Sunrise,496613.1802,5458479.2326
Theft from Vehicle,2026,1,3,1,0,28XX VINE ST,Kitsilano,488528.184,5456493.3921
Theft from Vehicle,2026,5,31,19,0,28XX W 3RD AVE,Kitsilano,487710.7738,5457397.8029
Theft from Vehicle,2026,1,7,23,30,28XX W 44TH AVE,Kerrisdale,487810.1585,5453244.969
Theft from Vehicle,2026,4,30,19,30,32XX INVERNESS ST,Kensington-Cedar Cottage,494208.599,5455945.0768
Theft from Vehicle,2026,3,5,21,0,32XX KASLO ST,Renfrew-Collingwood,496581.9831,5455851.1259
Theft from Vehicle,2026,3,30,12,0,32XX STANLEY PARK DR,Stanley Park,490491.6625,5461139.0199
Theft from Vehicle,2026,1,24,12,0,32XX W 27TH AVE,Dunbar-Southlands,487205.8706,5455038.5802
Theft from Vehicle,2026,3,14,7,0,32XX W 39TH AVE,Dunbar-Southlands,487198.054,5453771.184
Theft from Vehicle,2026,3,4,23,0,32XX W 4TH AVE,Kitsilano,487207.1367,5457310.7603
Theft from Vehicle,2026,2,27,20,0,33XX AUSTREY AVE,Renfrew-Collingwood,497408.332,5453926.9824
Theft from Vehicle,2026,1,1,12,0,33XX COMMERCIAL DR,Kensington-Cedar Cottage,494987.0742,5455792.7004
Theft from Vehicle,2026,4,10,7,0,33XX E 27TH AVE,Renfrew-Collingwood,497560.3173,5454824.7809
Theft from Vehicle,2026,1,26,18,30,33XX E 3RD AVE,Hastings-Sunrise,497556.4009,5457195.6917
Theft from Vehicle,2026,5,11,21,0,36XX W BROADWAY AVE,Kitsilano,486621.0505,5456853.3335
Theft from Vehicle,2026,3,13,23,0,37XX DUMFRIES ST,Kensington-Cedar Cottage,494681.8961,5455412.316
Theft from Vehicle,2026,3,7,23,0,37XX FLEMING ST,Kensington-Cedar Cottage,494766.5077,5455431.0049
Theft from Vehicle,2026,2,20,17,0,37XX W 1ST AVE,West Point Grey,486493.2921,5457629.496
Theft from Vehicle,2026,2,21,0,15,37XX W 1ST AVE,West Point Grey,486493.2921,5457629.496
Theft from Vehicle,2026,3,3,17,0,37XX W 2ND AVE,West Point Grey,486490.9026,5457527.5454
Theft from Vehicle,2026,5,11,22,0,37XX W 35TH AVE,Dunbar-Southlands,486408.2282,5454201.1124
Theft from Vehicle,2026,1,8,8,41,37XX W 36TH AVE,Dunbar-Southlands,486383.4007,5454104.2988
Theft from Vehicle,2026,5,4,19,30,2XX E 17TH AVE,Riley Park,492632.9345,5455879.8733
Theft from Vehicle,2026,2,4,19,30,30XX PRINCE EDWARD ST,Mount Pleasant,492987.4329,5456098.4605
Theft from Vehicle,2026,4,12,18,30,30XX PRINCE EDWARD ST,Mount Pleasant,492987.4339,5456098.4621
Theft from Vehicle,2026,1,25,8,30,30XX PRINCE EDWARD ST,Mount Pleasant,492987.4896,5456100.734
Theft from Vehicle,2026,5,3,20,30,30XX W 12TH AVE,Kitsilano,487398.5814,5456541.1215
Theft from Vehicle,2026,4,30,10,3,30XX W 24TH AVE,Dunbar-Southlands,487362.2779,5455359.4267
Theft from Vehicle,2026,2,22,19,0,30XX W 41ST AVE,Kerrisdale,487369.1418,5453560.6582
Theft from Vehicle,2026,4,2,20,30,30XX W 44TH AVE,Kerrisdale,487393.2959,5453246.5025
Theft from Vehicle,2026,4,11,13,21,31XX E 15TH AVE,Renfrew-Collingwood,497257.464,5455972.9101
Theft from Vehicle,2026,4,14,0,0,31XX E 16TH AVE,Renfrew-Collingwood,497318.5379,5455852.8388
Theft from Vehicle,2026,3,22,10,30,31XX E 1ST AVE,Hastings-Sunrise,497183.0443,5457427.0007
Theft from Vehicle,2026,4,23,5,52,31XX E 27TH AVE,Renfrew-Collingwood,497328.7683,5454827.6286
Theft from Vehicle,2026,4,15,21,0,31XX E 2ND AVE,Hastings-Sunrise,497325.3808,5457306.2827
Theft from Vehicle,2026,1,12,21,0,31XX E 3RD AVE,Hastings-Sunrise,497169.2405,5457197.4748
Theft from Vehicle,2026,3,5,0,0,31XX E 46TH AVE,Killarney,497217.4731,5452856.5501
Theft from Vehicle,2026,4,22,17,18,31XX E 4TH AVE,Hastings-Sunrise,497199.8133,5457094.9789
Theft from Vehicle,2026,3,18,0,0,31XX E 54TH AVE,Killarney,497015.3881,5451926.5666
Theft from Vehicle,2026,5,5,20,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497311.413,5456155.9402
Theft from Vehicle,2026,2,17,22,0,34XX W 14TH AVE,Kitsilano,486900.6487,5456343.5781
Theft from Vehicle,2026,2,26,0,0,34XX W 22ND AVE,Dunbar-Southlands,486883.2811,5455575.973
Theft from Vehicle,2026,3,9,20,30,34XX W 2ND AVE,Kitsilano,486849.0125,5457529.1309
Theft from Vehicle,2026,5,10,17,30,34XX W 8TH AVE,Kitsilano,486914.6854,5456932.3842
Theft from Vehicle,2026,4,1,9,58,34XX W KING EDWARD AVE,Dunbar-Southlands,486820.7138,5455282.4453
Theft from Vehicle,2026,5,10,18,0,35XX ADANAC ST,Hastings-Sunrise,497943.5361,5458293.0902
Theft from Vehicle,2026,5,18,22,0,35XX ADANAC ST,Hastings-Sunrise,498034.2183,5458292.6525
Theft from Vehicle,2026,3,8,23,0,35XX CROWLEY DR,Renfrew-Collingwood,497957.8399,5453638.5045
Theft from Vehicle,2026,3,18,21,0,35XX E KENT AVE N,Killarney,497923.6899,5450237.5534
Theft from Vehicle,2026,4,17,13,34,35XX E PENDER ST,Hastings-Sunrise,497948.8956,5458602.0677
Theft from Vehicle,2026,1,26,7,30,35XX E PENDER ST,Hastings-Sunrise,498042.9619,5458601.8147
Theft from Vehicle,2026,1,6,16,30,35XX GRANDVIEW HWY,Renfrew-Collingwood,497941.1825,5456148.6686
Theft from Vehicle,2026,4,12,21,20,3XX CARRALL ST,Central Business District,492421.343,5458856.5575
Theft from Vehicle,2026,1,27,17,0,3XX CARRALL ST,Central Business District,492421.3447,5458856.5599
Theft from Vehicle,2026,1,15,18,45,3XX E 11TH AVE,Mount Pleasant,492850.5366,5456479.392
Theft from Vehicle,2026,2,23,20,0,3XX E 20TH AVE,Riley Park,492877.8432,5455574.4781
Theft from Vehicle,2026,5,6,9,11,3XX E 55TH AVE,Sunset,492740.7001,5451913.8276
Theft from Vehicle,2026,5,26,14,40,3XX E 5TH AVE,Mount Pleasant,492914.1908,5457064.4386
Theft from Vehicle,2026,5,11,11,8,3XX E 61ST AVE,Sunset,492723.3228,5451342.4887
Theft from Vehicle,2026,5,11,4,3,3XX E 6TH AVE,Mount Pleasant,492811.8089,5456966.9598
Theft from Vehicle,2026,4,1,0,0,3XX E 8TH AVE,Mount Pleasant,492834.292,5456774.7508
Theft from Vehicle,2026,3,30,10,0,3XX E BROADWAY AVE,Mount Pleasant,492835.9062,5456663.9847
Theft from Vehicle,2026,3,30,10,0,3XX E BROADWAY AVE,Mount Pleasant,492849.7519,5456683.0558
Theft from Vehicle,2026,2,17,11,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Theft from Vehicle,2026,1,1,14,30,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Theft from Vehicle,2026,4,8,17,0,3XX E HASTINGS ST,Strathcona,492918.7075,5458728.5449
Theft from Vehicle,2026,4,26,3,0,3XX E HASTINGS ST,Strathcona,492996.1508,5458726.2497
Theft from Vehicle,2026,1,5,11,30,45XX MAIN ST,Riley Park,492620.5226,5454600.2477
Theft from Vehicle,2026,4,19,1,0,45XX SLOCAN ST,Renfrew-Collingwood,496319.9832,5454543.2994
Theft from Vehicle,2026,4,22,19,0,45XX VICTORIA DR,Kensington-Cedar Cottage,495259.5968,5454669.1463
Theft from Vehicle,2026,4,18,21,0,45XX W 15TH AVE,West Point Grey,484580.5293,5456302.1544
Theft from Vehicle,2026,1,21,20,30,45XX W 15TH AVE,West Point Grey,484765.9287,5456297.0224
Theft from Vehicle,2026,5,22,8,11,45XX W 2ND AVE,West Point Grey,484805.2528,5457628.1782
Theft from Vehicle,2026,2,2,19,0,45XX W 3RD AVE,West Point Grey,484774.3722,5457510.6409
Theft from Vehicle,2026,5,17,18,0,45XX W 3RD AVE,West Point Grey,484774.3722,5457510.6409
Theft from Vehicle,2026,3,19,22,0,45XX WINDSOR ST,Kensington-Cedar Cottage,493891.1112,5454620.8942
Theft from Vehicle,2026,5,24,12,0,30XX EUCLID AVE,Renfrew-Collingwood,496902.8109,5454122.7814
Theft from Vehicle,2026,4,28,23,30,30XX NANAIMO ST,Renfrew-Collingwood,495884.2205,5456053.7556
Theft from Vehicle,2026,2,21,15,0,34XX CROWLEY DR,Renfrew-Collingwood,497643.8055,5453839.9184
Theft from Vehicle,2026,1,28,21,42,34XX E 27TH AVE,Renfrew-Collingwood,497753.6767,5454831.7122
Theft from Vehicle,2026,1,25,5,0,34XX E 28TH AVE,Renfrew-Collingwood,497732.4912,5454727.0237
Theft from Vehicle,2026,1,10,21,0,34XX E 45TH AVE,Killarney,497714.7539,5452944.8585
Theft from Vehicle,2026,4,24,9,55,34XX KINGSWAY AVE,Killarney,497770.1979,5453239.4829
Theft from Vehicle,2026,3,27,20,0,34XX NANAIMO ST,Kensington-Cedar Cottage,495866.506,5455547.6928
Theft from Vehicle,2026,1,4,20,0,34XX POINT GREY RD,Kitsilano,486841.2851,5457692.9796
Theft from Vehicle,2026,3,16,0,0,34XX RENFREW ST,Renfrew-Collingwood,496761.5411,5455664.3067
Theft from Vehicle,2026,2,7,20,0,34XX SAWMILL CRES,Killarney,497659.6438,5450359.5256
Theft from Vehicle,2026,2,8,12,49,34XX SAWMILL CRES,Killarney,497659.6438,5450359.5256
Theft from Vehicle,2026,2,27,22,0,39XX BEATRICE ST,Kensington-Cedar Cottage,495120.6026,5455194.6071
Theft from Vehicle,2026,4,21,22,0,39XX LAUREL ST,South Cambie,490932.1832,5455331.5185
Theft from Vehicle,2026,4,1,20,0,39XX YUKON ST,Riley Park,491797.2271,5455319.6912
Theft from Vehicle,2026,3,18,17,50,3X E 3RD AVE,Mount Pleasant,492431.7978,5457289.7808
Theft from Vehicle,2026,4,18,13,10,3X GORE AVE,Strathcona,492876.7111,5459080.2038
Theft from Vehicle,2026,3,6,23,30,3X SMITHE ST,Central Business District,491780.7248,5458011.075
Theft from Vehicle,2026,4,17,14,0,3X W 10TH AVE,Mount Pleasant,492321.1075,5456591.7447
Theft from Vehicle,2026,3,29,13,0,3X W 3RD AVE,Mount Pleasant,492340.5072,5457304.3354
Theft from Vehicle,2026,2,26,9,24,3XX ALEXANDER ST,Strathcona,492890.2142,5459034.8466
Theft from Vehicle,2026,4,14,23,11,3XX ALEXANDER ST,Strathcona,492890.2142,5459034.8466
Theft from Vehicle,2026,6,1,16,0,3XX ALEXANDER ST,Strathcona,492897.5961,5459043.7621
Theft from Vehicle,2026,3,11,15,21,3XX ALEXANDER ST,Strathcona,492907.9472,5459034.2866
Theft from Vehicle,2026,4,9,12,45,3XX CAMBIE ST,Central Business District,492064.4008,5458975.0476
Theft from Vehicle,2026,5,31,8,5,42XX W 15TH AVE,West Point Grey,485434.0867,5456268.6783
Theft from Vehicle,2026,3,30,22,0,42XX YUKON ST,Riley Park,491834.8922,5454979.8697
Theft from Vehicle,2026,3,25,16,0,43XX ATLIN ST,Renfrew-Collingwood,496646.8388,5454826.0567
Theft from Vehicle,2026,2,5,11,0,43XX MAIN ST,Riley Park,492636.6499,5454825.7507
Theft from Vehicle,2026,5,2,11,21,43XX MARGUERITE ST,Shaughnessy,489481.9576,5454981.409
Theft from Vehicle,2026,2,1,20,30,43XX MILLER ST,Kensington-Cedar Cottage,494981.0116,5454910.7733
Theft from Vehicle,2026,1,16,20,0,43XX SLOCAN ST,Renfrew-Collingwood,496390.7017,5454815.0192
Theft from Vehicle,2026,4,2,18,0,43XX W 15TH AVE,West Point Grey,485209.1411,5456284.8876
Theft from Vehicle,2026,5,19,10,30,43XX W 2ND AVE,West Point Grey,485248.2645,5457646.0197
Theft from Vehicle,2026,5,22,22,0,44XX BEATRICE ST,Kensington-Cedar Cottage,495170.5087,5454672.7783
Theft from Vehicle,2026,5,30,20,0,44XX CARNARVON ST,Dunbar-Southlands,487428.0222,5454933.7406
Theft from Vehicle,2026,5,3,18,0,44XX DUMFRIES ST,Kensington-Cedar Cottage,494657.466,5454736.3221
Theft from Vehicle,2026,4,22,21,30,33XX KINGSWAY AVE,Renfrew-Collingwood,497435.9286,5453452.2469
Theft from Vehicle,2026,2,21,22,0,33XX MONMOUTH AVE,Renfrew-Collingwood,497512.7233,5454448.0878
Theft from Vehicle,2026,3,22,17,40,33XX MONMOUTH AVE,Renfrew-Collingwood,497512.7233,5454448.0878
Theft from Vehicle,2026,4,23,16,47,33XX VICTORIA DR,Kensington-Cedar Cottage,495192.0937,5455770.7776
Theft from Vehicle,2026,4,6,18,0,33XX W 30TH AVE,Dunbar-Southlands,486899.8538,5454733.5456
Theft from Vehicle,2026,3,9,19,0,33XX W 5TH AVE,Kitsilano,487069.081,5457218.5673
Theft from Vehicle,2026,3,20,19,30,36XX DUNDAS ST,Hastings-Sunrise,498190.8913,5459126.2086
Theft from Vehicle,2026,5,24,22,0,36XX E 26TH AVE,Renfrew-Collingwood,498091.2184,5454903.0755
Theft from Vehicle,2026,1,17,3,46,36XX E GEORGIA ST,Hastings-Sunrise,498156.5947,5458385.1914
Theft from Vehicle,2026,2,15,12,0,36XX E HASTINGS ST,Hastings-Sunrise,498134.3131,5458704.6822
Theft from Vehicle,2026,4,28,18,0,36XX E KENT AVE N,Killarney,498134.9674,5450191.2153
Theft from Vehicle,2026,1,9,17,0,36XX HANDEL AVE,Killarney,498034.9402,5450829.183
Theft from Vehicle,2026,1,24,23,30,36XX NORMANDY DR,Renfrew-Collingwood,498167.7032,5455411.3563
Theft from Vehicle,2026,5,7,11,30,36XX VICTORIA DR,Kensington-Cedar Cottage,495183.4946,5455578.0799
Theft from Vehicle,2026,5,16,16,30,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.6395
Theft from Vehicle,2026,4,29,0,33,36XX VIMY CRES,Renfrew-Collingwood,498156.4424,5456059.7129
Theft from Vehicle,2026,4,30,4,0,36XX W 20TH AVE,Dunbar-Southlands,486526.0481,5455780.3004
Theft from Vehicle,2026,2,20,18,0,36XX W 2ND AVE,Kitsilano,486641.7083,5457524.9116
Theft from Vehicle,2026,4,14,0,0,3XX TALISMAN AVE,Riley Park,491920.3995,5454904.5157
Theft from Vehicle,2026,1,11,0,0,3XX TERMINAL AVE,Strathcona,492999.2875,5457727.81
Theft from Vehicle,2026,3,6,17,0,3XX VERNON DR,Strathcona,494249.6896,5458833.8928
Theft from Vehicle,2026,4,25,23,0,3XX W 23RD AVE,Riley Park,491801.2091,5455246.5364
Theft from Vehicle,2026,3,25,23,0,3XX W 49TH AVE,Oakridge,491665.3107,5452591.0549
Theft from Vehicle,2026,2,22,16,0,3XX W 62ND AVE,Marpole,491786.2724,5451254.3224
Theft from Vehicle,2026,1,27,22,40,3XX W CORDOVA ST,Central Business District,492055.5429,5458981.5747
Theft from Vehicle,2026,1,7,12,30,3XX W HASTINGS ST,Central Business District,491997.1394,5458909.0189
Theft from Vehicle,2026,2,2,1,13,3XX W PENDER ST,Central Business District,491902.0572,5458846.7169
Theft from Vehicle,2026,2,4,15,12,3XX W PENDER ST,Central Business District,491923.5304,5458824.778
Theft from Vehicle,2026,5,22,16,8,3XX WATER ST,Central Business District,491974.3862,5459104.9878
Theft from Vehicle,2026,4,9,17,30,40XX ALICE ST,Kensington-Cedar Cottage,495214.5659,5455181.7083
Theft from Vehicle,2026,4,4,22,0,40XX BEATRICE ST,Kensington-Cedar Cottage,495111.6581,5455126.2905
Theft from Vehicle,2026,4,12,19,0,40XX BEATRICE ST,Kensington-Cedar Cottage,495120.7644,5455139.2369
Theft from Vehicle,2026,4,13,1,0,40XX COMMERCIAL ST,Kensington-Cedar Cottage,495061.1771,5455090.7999
Theft from Vehicle,2026,4,11,18,0,40XX INVERNESS ST,Kensington-Cedar Cottage,494181.0132,5455141.4752
Theft from Vehicle,2026,3,12,8,0,40XX MAIN ST,Riley Park,492649.8075,5455154.2712
Theft from Vehicle,2026,4,10,1,0,47XX NARVAEZ DR,Arbutus Ridge,488251.3911,5454537.6244
Theft from Vehicle,2026,1,24,16,30,48XX ARGYLE ST,Kensington-Cedar Cottage,494846.9349,5454204.4153
Theft from Vehicle,2026,1,9,20,0,48XX BALDWIN ST,Kensington-Cedar Cottage,495693.8962,5454391.9161
Theft from Vehicle,2026,4,20,15,0,48XX CAMBIE ST,Riley Park,491398.1033,5454383.3777
Theft from Vehicle,2026,2,4,9,30,48XX COMMERCIAL ST,Kensington-Cedar Cottage,495044.6947,5454154.7864
Theft from Vehicle,2026,2,25,2,30,48XX DUMFRIES ST,Kensington-Cedar Cottage,494647.9356,5454314.82
Theft from Vehicle,2026,5,30,16,30,48XX ELDORADO MEWS,Renfrew-Collingwood,495809.2479,5454306.8533
Theft from Vehicle,2026,3,13,23,38,48XX MANOR ST,Renfrew-Collingwood,497078.3038,5454247.1669
Theft from Vehicle,2026,3,4,10,0,48XX VALLEY DR,Arbutus Ridge,489101.9015,5454402.5099
Theft from Vehicle,2026,2,4,17,30,49XX CHESTER ST,Kensington-Cedar Cottage,493515.7326,5454169.5556
Theft from Vehicle,2026,2,15,17,22,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Theft from Vehicle,2026,3,19,18,0,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Theft from Vehicle,2026,2,12,10,45,31XX PRINCE EDWARD ST,Mount Pleasant,492986.9175,5456077.8964
Theft from Vehicle,2026,5,20,17,0,31XX W 24TH AVE,Dunbar-Southlands,487296.5557,5455370.5636
Theft from Vehicle,2026,2,3,23,0,31XX W 29TH AVE,Dunbar-Southlands,487305.671,5454835.9024
Theft from Vehicle,2026,1,31,3,0,32XX CLIVE AVE,Renfrew-Collingwood,497299.71,5454107.8868
Theft from Vehicle,2026,2,16,19,0,32XX DIEPPE DR,Renfrew-Collingwood,498061.4914,5455966.8659
Theft from Vehicle,2026,5,14,23,0,35XX SW MARINE DR,Kerrisdale,486745.548,5453041.6392
Theft from Vehicle,2026,4,8,18,30,35XX TURNER ST,Hastings-Sunrise,497946.1175,5458475.3182
Theft from Vehicle,2026,3,8,12,0,35XX VANNESS AVE,Renfrew-Collingwood,498007.9656,5453706.5297
Theft from Vehicle,2026,1,19,21,0,35XX W 12TH AVE,Kitsilano,486660.4879,5456551.9673
Theft from Vehicle,2026,2,17,22,0,35XX W 18TH AVE,Dunbar-Southlands,486762.9919,5455978.4994
Theft from Vehicle,2026,1,1,13,0,35XX W 28TH AVE,Dunbar-Southlands,486523.1111,5454939.9828
Theft from Vehicle,2026,5,18,21,58,35XX W 29TH AVE,Dunbar-Southlands,486697.1691,5454841.8607
Theft from Vehicle,2026,3,4,21,30,35XX W 2ND AVE,Kitsilano,486778.9969,5457521.3137
Theft from Vehicle,2026,3,12,12,0,35XX W 41ST AVE,Dunbar-Southlands,486630.9673,5453555.1895
Theft from Vehicle,2026,3,28,23,0,35XX WALKER ST,Kensington-Cedar Cottage,495763.8862,5455422.1225
Theft from Vehicle,2026,3,5,21,0,3XX E PENDER ST,Strathcona,492925.5435,5458620.0393
Theft from Vehicle,2026,4,16,21,18,3XX E PENDER ST,Strathcona,492925.5435,5458620.0393
Theft from Vehicle,2026,2,21,17,30,3XX E PENDER ST,Strathcona,492929.588,5458619.91
Theft from Vehicle,2026,2,7,22,0,3XX GORE AVE,Strathcona,492906.9601,5458836.6757
Theft from Vehicle,2026,2,9,22,0,3XX GORE AVE,Strathcona,492907.2841,5458832.9456
Theft from Vehicle,2026,3,17,3,15,3XX GORE AVE,Strathcona,492907.2841,5458832.9456
Theft from Vehicle,2026,5,14,9,0,3XX GORE AVE,Strathcona,492907.2841,5458832.9456
Theft from Vehicle,2026,4,10,19,0,3XX HOMER ST,Central Business District,492003.3692,5459033.8354
Theft from Vehicle,2026,3,15,18,0,3XX HOMER ST,Central Business District,492005.9402,5459036.4323
Theft from Vehicle,2026,3,22,17,30,3XX HOWE ST,Central Business District,491719.0758,5459317.0065
Theft from Vehicle,2026,1,25,17,30,3XX HOWE ST,Central Business District,491721.5616,5459319.4363
Theft from Vehicle,2026,2,28,12,0,3XX INDUSTRIAL AVE,Strathcona,492887.0343,5457452.0376
Theft from Vehicle,2026,3,1,18,9,3XX INDUSTRIAL AVE,Strathcona,492887.0343,5457452.0376
Theft from Vehicle,2026,1,24,13,0,3XX JACKSON AVE,Strathcona,493212.8116,5458827.5769
Theft from Vehicle,2026,1,17,11,28,3XX KEEFER ST,Strathcona,492933.5402,5458519.9661
Theft from Vehicle,2026,5,9,2,30,3XX KEEFER ST,Strathcona,492933.5402,5458519.9661
Theft from Vehicle,2026,1,11,21,0,3XX KEEFER ST,Strathcona,493005.2732,5458517.8105
Theft from Vehicle,2026,1,28,18,10,3XX MAIN ST,Strathcona,492758.3737,5458836.6377
Theft from Vehicle,2026,4,1,18,0,3XX MAIN ST,Strathcona,492758.4582,5458838.7313
Theft from Vehicle,2026,4,2,21,11,3XX NELSON ST,Central Business District,491341.9547,5458212.6745
Theft from Vehicle,2026,3,11,4,0,3XX POWELL ST,Strathcona,492898.594,5458933.6513
Theft from Vehicle,2026,2,4,22,0,3XX POWELL ST,Strathcona,492965.4059,5458940.7395
Theft from Vehicle,2026,2,3,17,0,3XX PRINCESS AVE,Strathcona,493355.7372,5458822.5129
Theft from Vehicle,2026,2,16,14,24,3XX PRINCESS AVE,Strathcona,493355.7372,5458822.5129
Theft from Vehicle,2026,3,13,9,6,3XX PRINCESS AVE,Strathcona,493355.7372,5458822.5129
Theft from Vehicle,2026,2,20,22,0,3XX RAILWAY ST,Strathcona,492889.7841,5459062.8992
Theft from Vehicle,2026,5,11,5,36,3XX RAILWAY ST,Strathcona,492889.7841,5459062.8992
Theft from Vehicle,2026,3,1,20,30,3XX RAYMUR AVE,Strathcona,494011.1881,5458799.327
Theft from Vehicle,2026,2,4,22,0,4X DIEPPE PL,Renfrew-Collingwood,498105.7779,5456006.2961
Theft from Vehicle,2026,5,1,10,15,4XX ABBOTT ST,Central Business District,492207.9535,5458808.3072
Theft from Vehicle,2026,2,10,23,0,4XX ALEXANDER ST,Strathcona,493073.9211,5459029.0818
Theft from Vehicle,2026,1,26,15,0,4XX CARRALL ST,Central Business District,492416.8196,5458749.3415
Theft from Vehicle,2026,3,19,13,55,4XX CLARK DR,Strathcona,494384.5129,5458653.5673
Theft from Vehicle,2026,1,21,18,59,4XX COLUMBIA ST,Central Business District,492566.9911,5458741.2548
Theft from Vehicle,2026,1,30,6,0,4XX DUNSMUIR ST,Central Business District,491740.2399,5458781.2295
Theft from Vehicle,2026,4,30,21,0,37XX W 8TH AVE,West Point Grey,486452.339,5456964.322
Theft from Vehicle,2026,4,25,2,0,38XX CLARK DR,Kensington-Cedar Cottage,494305.845,5455286.8246
Theft from Vehicle,2026,5,20,17,27,38XX CLARK DR,Kensington-Cedar Cottage,494336.3917,5455313.5018
Theft from Vehicle,2026,1,30,22,0,38XX LILLOOET ST,Renfrew-Collingwood,497158.8288,5455313.1183
Theft from Vehicle,2026,4,7,2,22,38XX NANAIMO ST,Kensington-Cedar Cottage,495875.6316,5455270.9748
Theft from Vehicle,2026,3,30,18,30,38XX ST CATHERINES ST,Kensington-Cedar Cottage,493762.8414,5455355.4401
Theft from Vehicle,2026,2,24,23,0,38XX W 15TH AVE,West Point Grey,486315.6552,5456256.3924
Theft from Vehicle,2026,2,18,15,30,38XX W 19TH AVE,Dunbar-Southlands,486311.7295,5455879.3443
Theft from Vehicle,2026,5,14,20,0,38XX W 20TH AVE,Dunbar-Southlands,486311.1442,5455782.4695
Theft from Vehicle,2026,2,21,14,52,38XX W 3RD AVE,West Point Grey,486346.9612,5457434.3502
Theft from Vehicle,2026,3,14,22,30,40XX MILLER ST,Kensington-Cedar Cottage,495011.2104,5455081.1227
Theft from Vehicle,2026,5,24,4,0,40XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493617.1841,5455145.379
Theft from Vehicle,2026,2,28,18,0,41XX COMMERCIAL ST,Kensington-Cedar Cottage,495064.4756,5455068.1818
Theft from Vehicle,2026,3,23,0,0,41XX CROWN CRES,West Point Grey,485669.1434,5456881.8859
Theft from Vehicle,2026,5,12,23,45,41XX GLADSTONE ST,Kensington-Cedar Cottage,495603.0809,5455119.648
Theft from Vehicle,2026,5,24,3,0,41XX JOHN ST,Riley Park,492941.8522,5455092.6586
Theft from Vehicle,2026,1,2,18,30,41XX LAUREL ST,South Cambie,490928.4599,5455153.8222
Theft from Vehicle,2026,5,20,20,30,41XX MAPLE CRES,Shaughnessy,489014.3952,5455177.6032
Theft from Vehicle,2026,4,27,1,39,41XX W 8TH AVE,West Point Grey,485692.4739,5456979.4069
Theft from Vehicle,2026,2,10,21,30,42XX COMMERCIAL ST,Kensington-Cedar Cottage,495069.4507,5454931.5217
